tts_sent_chef_shake_future.mp3	The Chef will shake a bottle.
tts_sent_chef_smell_past.mp3	The Chef smelled a flower.
tts_sent_chef_smell_future.mp3	The Chef will smell a flower.
tts_sent_chef_spin_past.mp3	The Chef spun a top.
tts_sent_chef_spin_future.mp3	The Chef will spin a top.
tts_sent_chef_stir_past.mp3	The Chef stirred a pot.
tts_sent_chef_stir_future.mp3	The Chef will stir a pot.
tts_sent_chef_sweep_past.mp3	The Chef swept the floor.
tts_sent_chef_sweep_future.mp3	The Chef will sweep the floor.
tts_sent_chef_wash_past.mp3	The Chef washed a dish.
tts_sent_chef_wash_future.mp3	The Chef will wash a dish.
tts_sent_chef_drag_past.mp3	The Chef dragged a sack.
tts_sent_chef_drag_future.mp3	The Chef will drag a sack.
tts_sent_wizard_blow_past.mp3	The Wizard blew bubbles.
tts_sent_wizard_blow_future.mp3	The Wizard will blow bubbles.
tts_sent_wizard_build_past.mp3	The Wizard built a tower.
tts_sent_wizard_build_future.mp3	The Wizard will build a tower.
tts_sent_wizard_carry_past.mp3	The Wizard carried a box.
tts_sent_wizard_carry_future.mp3	The Wizard will carry a box.
tts_sent_wizard_climb_past.mp3	The Wizard climbed a ladder.
tts_sent_wizard_climb_future.mp3	The Wizard will climb a ladder.
tts_sent_wizard_dig_past.mp3	The Wizard dug a hole.
tts_sent_wizard_dig_future.mp3	The Wizard will dig a hole.
tts_sent_wizard_drink_past.mp3	The Wizard drank coffee.
tts_sent_wizard_drink_future.mp3	The Wizard will drink coffee.
tts_sent_wizard_eat_past.mp3	The Wizard ate an apple.
tts_sent_wizard_eat_future.mp3	The Wizard will eat an apple.
tts_sent_wizard_paint_past.mp3	The Wizard painted a canvas.
tts_sent_wizard_paint_future.mp3	The Wizard will paint a canvas.
tts_sent_wizard_peel_past.mp3	The Wizard peeled a banana.
tts_sent_wizard_peel_future.mp3	The Wizard will peel a banana.
tts_sent_wizard_play_past.mp3	The Wizard played the guitar.
tts_sent_wizard_play_future.mp3	The Wizard will play the guitar.
tts_sent_wizard_push_past.mp3	The Wizard pushed a cart.
tts_sent_wizard_push_future.mp3	The Wizard will push a cart.
tts_sent_wizard_read_past.mp3	The Wizard read a book.
tts_sent_wizard_read_future.mp3	The Wizard will read a book.
tts_sent_wizard_ride_past.mp3	The Wizard rode a bicycle.
tts_sent_wizard_ride_future.mp3	The Wizard will ride a bicycle.
tts_sent_wizard_shake_past.mp3	The Wizard shook a bottle.
tts_sent_wizard_shake_future.mp3	The Wizard will shake a bottle.
tts_sent_wizard_smell_past.mp3	The Wizard smelled a flower.
tts_sent_wizard_smell_future.mp3	The Wizard will smell a flower.
tts_sent_wizard_spin_past.mp3	The Wizard spun a top.
tts_sent_wizard_spin_future.mp3	The Wizard will spin a top.
tts_sent_wizard_stir_past.mp3	The Wizard stirred a pot.
tts_sent_wizard_stir_future.mp3	The Wizard will stir a pot.
tts_sent_wizard_sweep_past.mp3	The Wizard swept the floor.
tts_sent_wizard_sweep_future.mp3	The Wizard will sweep the floor.
tts_sent_wizard_wash_past.mp3	The Wizard washed a dish.
tts_sent_wizard_wash_future.mp3	The Wizard will wash a dish.
tts_sent_wizard_drag_past.mp3	The Wizard dragged a sack.
tts_sent_wizard_drag_future.mp3	The Wizard will drag a sack.
